CODE FOYER;RANG LUMINAIRE;ARMOIRE;ADRESSE;DOMAINE;TYPE SUPPORT;NATURE SUPPORT;HAUTEUR SUPPORT;ETAT SUPPORT;OBSERVATION SUPPORT;COFFRET CLASSE II;MISE A LA TERRE MAT;TYPE CROSSE;SAILLIE CROSSE;ETAT CROSSE;OBSERVATION CROSSE;MARQUE LUMINAIRE;MODELE LUMINAIRE;HAUTEUR DE FEU;ETAT LUMINAIRE;TYPE SOURCE;NOMBRE DE LEDS;PUISSANCE ESTIMEE SOURCE;TYPE DE FIXATION;OBSERVATION LUMINAIRE;TYPE RESEAU;OBSERVATION RESEAU;X;Y
186/12435;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;DIVERS;BOULE;4;BON ENERGIVORE;BF;;125;TOP;;SOUTERRAIN;;2.98972939445129;42.6644545304082
186/171;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;DIVERS;BOULE;4;BON ENERGIVORE;BF;;125;TOP;;SOUTERRAIN;;2.98955186579157;42.6645659586698
186/76;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;DIVERS;BOULE;4;BON ENERGIVORE;BF;;125;TOP;;SOUTERRAIN;;2.9899596326586;42.6640882710227
186/77;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;DIVERS;BOULE;4;BON ENERGIVORE;BF;;125;TOP;;SOUTERRAIN;;2.98974950413724;42.6641574858253
186/78;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;DIVERS;BOULE;4;BON ENERGIVORE;BF;;125;TOP;;SOUTERRAIN;;2.98962020063524;42.6640229541513
186/75;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98950174249369;42.6638656444472
186/79;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.9893685025741;42.6640913723833
186/80;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98925002287295;42.6642962963453
186/33;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98884123551979;42.6649525293702
186/32;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98859727374985;42.6651474595931
186/31;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;8;BON;;NON;OUI;CROSSE DROITE;0.5;BON;;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98829641987637;42.6653344810589
186/29;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.9880567215108;42.6655014727166
186/30;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;7;BON;;NON;OUI;DIVERS;1.5;BON;REHAUSSE 1.5M;MAZDA;SOLAIR;8.5;VETUSTE;BF;;125;LATERALE;;SOUTERRAIN;;2.98779883495565;42.6655535334167
186/12401;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98796424264724;42.6657733334043
186/28;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.9878481129389;42.6659764016309
186/27;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98772188437012;42.6661836240189
186/26;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98760098640422;42.6663827937056
186/25;1;355;RUE DES VIGNES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;TRAPPE HS;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.98750503824704;42.6665544202024
186/52;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;LAMPE LED;;;TOP;;SOUTERRAIN;;2.9880562049795;42.6667733500251
186/53;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98819907663557;42.6665262620145
186/54;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98831188796726;42.6663353165464
186/55;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98842421780195;42.6661478898748
186/56;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;LAMPE LED;;;TOP;;SOUTERRAIN;;2.98853839277623;42.6659464233743
186/57;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98865609812962;42.6657642072613
186/58;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;LAMPE LED;;;TOP;;SOUTERRAIN;;2.98877788183435;42.6655434243411
186/59;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98892236416972;42.6653041682525
186/61;1;355;RUE DE LA COULOUMINE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98913579310144;42.6651485884823
186/51;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;BF;;125;LATERALE;;;;2.98951390837758;42.6654045056329
186/50;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98938737168663;42.6656224473587
186/49;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.989266163802;42.6658344797174
186/48;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98913661775488;42.6660558527924
186/47;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98900610332388;42.6662800766451
186/46;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.9888774717617;42.6665036523589
186/45;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98875092968091;42.6667166209981
186/44;1;355;RUE CABRIT;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98862033619813;42.6669408219909
186/41;1;355;RUE DES BALEARES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98862569105556;42.6670970188389
186/42;1;355;RUE DES BALEARES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98833696533673;42.6670046495911
186/40;1;355;RUE DES BALEARES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98887344730924;42.6671752426171
186/37;1;355;RUE DES BALEARES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98919010165026;42.6672737446594
186/36;1;355;RUE DES BALEARES;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98941969037564;42.6673478372478
186/35;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98963575316775;42.6675007634474
186/34;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98952411234087;42.6676892917646
186/123;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98985327212896;42.6671284028184
186/124;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.98996108164115;42.6669413002192
186/125;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;PENCHE;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99009769024305;42.6667100400498
186/116;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;MOYEN;PENCHE;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99016401555542;42.6665476404142
186/188;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;4;BON;;OUI;OUI;;;;;SITECO;SC;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99045176121228;42.6666244969059
186/AA;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.9905342049958;42.6665359164782
186/187;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;4;BON;;OUI;OUI;;;;;SITECO;SQ;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99058474062041;42.6664650417408
186/AB;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;35;;;SOUTERRAIN;;2.99064008762171;42.6663617666578
186/186;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;4;BON;;OUI;OUI;;;;;SITECO;SQ;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99070472499966;42.6662618126166
186/AC;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;35;;;SOUTERRAIN;;2.99075157663331;42.6661609931013
186/113;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;4;BON;;OUI;OUI;;;;;SITECO;SQ;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99080920355878;42.6660845350059
186/AD;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;DIVERS;ACIER THERMOLAQUE;1;BON;;;;;;;;DISANO;DECORATION;1;MOYEN;LAMPE LED;;;;ENCASTRÉ DANS MUR;SOUTERRAIN;;2.99092160795366;42.6659953863995
186/AE;1;355;PASSAGE JEAN MOULIN;ECLAIRAGE PUBLIC;DIVERS;ACIER THERMOLAQUE;1;BON;;;;;;;;DISANO;DECORATION;1;MOYEN;LAMPE LED;;;;ENCASTRÉ DANS MUR;SOUTERRAIN;;2.99099462122331;42.6658921792332
186/112;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99104165970653;42.6657465818322
186/111;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99126997731578;42.6658232345444
186/111;2;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99127976535912;42.6658113684539
186/110;2;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99144763084133;42.6658665096895
186/110;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99143799730822;42.6658803930821
186/88;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99116397521395;42.6655444990579
186/87;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99127786272733;42.6653432016853
186/86;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99139706557227;42.6651408540381
186/85;1;355;RUE LUCIE AUBRAC;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99154397156227;42.6649357981062
186/84;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99172038541273;42.6651098541591
186/83;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99191666730229;42.6653026384099
186/82;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99208741817318;42.6654528970466
186/81;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;;;CROSSE DROITE;0.5;BON;;COMATELEC;SAPHIR;7;MOYEN;SHP;;150;LATERALE;;SOUTERRAIN;;2.99230396336063;42.6656303217797
186/89;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99142560145561;42.6648055075849
186/90;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99119706825069;42.6645685626037
186/91;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99097755682618;42.6643446595569
186/93;1;355;RUE DE LA RÉSISTANCE;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99064089969872;42.6640472815232
186/92;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99070556761941;42.6642624159825
186/94;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99058973166015;42.6644525896746
186/95;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99047322645599;42.6646520799947
186/96;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99035613644862;42.6648474425044
186/97;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99023398802786;42.6650538092717
186/98;1;355;IMPASSE CLAUDE DEBUSSY;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98989748091905;42.6651523265655
186/129;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99012306944645;42.6653225659942
186/12499;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99012815660591;42.6655473770796
186/128;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99014097736166;42.6658026802601
186/127;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99014497396634;42.6660327422718
186/126;1;355;RUE DU CHRIST;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;NON;OUI;;;;;BENITO/LUXECO;GARDEN;4;BON ENERGIVORE;SHP;;70;TOP;;;;2.99015785221426;42.6663094034453
186/117;1;355;RUE DU FER À  CHEVAL;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.99000630732415;42.6663856023315
186/118;1;355;RUE DU FER À  CHEVAL;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98969841694705;42.6663926324829
186/119;1;355;RUE DU FER À  CHEVAL;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;BF;;125;LATERALE;;;;2.98944043427218;42.6664377646751
186/120;1;355;RUE DU FER À  CHEVAL;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98928927296266;42.6666560759832
186/121;1;355;RUE DU FER À  CHEVAL;ECLAIRAGE PUBLIC;CANDELABRE OCTOGONAL CONIQUE;ACIER GALVANISE;4;BON;;OUI;OUI;CROSSE DROITE;;MOYEN;;BENITO;VIALIA;4;BON ENERGIVORE;SHP;;70;LATERALE;;;;2.98916003863097;42.6668788662871
